No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team
8,,高橋和希,2,,□,□,,,4,3,0,75.0,1.5,0,0,0,,0,,0,0,0,0,,9,5,2,66.7,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
10,,檀上正健,2,,■,■,,,4,2,0,50.0,1.0,0,0,0,,2,1.0,7,0,0,2,7.1,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
11,,後藤和志,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
12,,江崎闘愛,2,■,■,,,,15,7,2,46.7,3.5,6,2,2,33.3,1,0.5,7,0,3,2,-3.6,1,0,0,0.0,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
15,,上竣,1,□,,,,,2,2,0,100.0,2.0,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
16,,片野坂拓人,3,■,■,■,,,11,3,3,27.3,1.0,0,0,0,,1,0.33,13,1,2,0,3.8,13,9,2,76.9,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
17,,近藤海斗,3,■,■,■,,,2,1,1,50.0,0.33,0,0,0,,0,,11,0,2,2,0.0,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
18,,チョンテヒョン,3,■,■,■,,,17,9,0,52.9,3.0,1,1,0,100.0,1,0.33,11,1,5,1,0.0,17,9,3,61.8,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
19,,石渡瑛法,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,1,25.0,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
20,,中野稜太,1,□,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
25,L,山根志哉,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,11,9,1,86.4,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
33,,岡本伊武己,1,■,,,,,3,1,1,33.3,1.0,0,0,0,,1,1.0,3,0,1,0,-8.3,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
4,,岡本祥吾,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
5,,平島豊,3,■,■,■,,,9,3,3,33.3,1.0,0,0,0,,4,1.33,9,0,2,1,-2.8,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
6,,田代浩輝,1,□,,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
7,,山下秀仁,3,■,■,■,,,13,5,3,38.5,1.67,4,2,1,50.0,0,,6,0,3,0,-12.5,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
8,,藤尾直道,3,■,■,■,,,19,6,0,31.6,2.0,1,0,0,0.0,0,,13,1,1,1,7.7,26,15,6,69.2,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
9,,金川昂平,3,■,■,■,,,4,1,1,25.0,0.33,0,0,0,,2,0.67,9,0,0,4,11.1,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
14,,川原雅,3,■,■,■,,,0,0,0,,,0,0,0,,0,,11,1,1,1,9.1,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
22,,山元翔太郎,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
23,,藤原大己,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
28,,平方和希,1,,,□,,,2,1,0,50.0,1.0,0,0,0,,0,,2,0,0,0,0.0,0,0,0,,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
29,L,堂園倫,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,11,8,2,81.8,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
30,,西山海渡,3,■,■,■,,,9,3,2,33.3,1.0,0,0,0,,0,,7,1,1,1,14.3,20,8,3,47.5,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
34,,藤井達也,3,□,□,□,,,16,7,0,43.8,2.33,0,0,0,,0,,3,0,1,1,0.0,1,0,0,0.0,795,2022-12-03,京都府,舞鶴文化公園体育館,306,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
5,,中西翔太,1,,■,,,,8,5,1,62.5,5.0,4,3,1,75.0,0,,4,1,1,0,18.8,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
7,,有津翔太,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
8,,高橋和希,3,□,■,■,,,9,5,0,55.6,1.67,0,0,0,,1,0.33,12,0,1,4,6.2,28,21,3,80.4,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
10,,檀上正健,3,■,■,■,,,9,3,0,33.3,1.0,0,0,0,,1,0.33,10,0,0,1,2.5,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
11,,後藤和志,1,□,,,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
12,,江崎闘愛,1,■,,,,,5,3,0,60.0,3.0,3,2,0,66.7,0,,6,0,0,3,12.5,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
15,,上竣,2,,□,■,,,14,6,0,42.9,3.0,5,1,0,20.0,0,,4,1,2,0,12.5,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
16,,片野坂拓人,3,■,■,■,,,20,12,1,60.0,4.0,0,0,0,,0,,13,1,1,2,9.6,9,7,1,83.3,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
17,,近藤海斗,3,■,■,■,,,3,3,0,100.0,1.0,0,0,0,,0,,12,0,2,5,6.2,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
18,,チョンテヒョン,1,■,,,,,4,1,0,25.0,1.0,0,0,0,,1,1.0,3,1,0,0,33.3,6,4,1,75.0,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
19,,石渡瑛法,2,,□,□,,,0,0,0,,,0,0,0,,0,,2,0,0,1,12.5,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
20,,中野稜太,1,,□,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
25,L,山根志哉,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,12,8,2,75.0,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
33,,岡本伊武己,3,■,■,■,,,11,4,2,36.4,1.33,0,0,0,,4,1.33,8,0,0,1,3.1,1,1,0,100.0,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,奈良ドリーマーズ,福岡ウイニングスピリッツ
4,,岡本祥吾,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
5,,平島豊,3,■,■,■,,,12,7,1,58.3,2.33,0,0,0,,3,1.0,10,0,1,2,2.5,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
6,,田代浩輝,2,□,,■,,,0,0,0,,,0,0,0,,0,,4,0,0,0,0.0,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
7,,山下秀仁,3,■,■,■,,,34,14,10,41.2,4.67,8,2,2,25.0,1,0.33,15,1,3,1,3.3,14,11,1,82.1,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
8,,藤尾直道,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
9,,金川昂平,3,■,■,■,,,6,3,0,50.0,1.0,0,0,0,,2,0.67,10,0,1,2,2.5,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
14,,川原雅,2,■,■,,,,0,0,0,,,0,0,0,,0,,6,0,0,1,4.2,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
22,,山元翔太郎,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
28,,平方和希,1,,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
29,L,堂園倫,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,27,18,3,72.2,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
30,,西山海渡,3,■,■,■,,,20,10,2,50.0,3.33,2,1,0,50.0,1,0.33,11,0,1,2,2.3,22,9,3,47.7,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
34,,藤井達也,3,■,■,■,,,16,7,0,43.8,2.33,2,0,0,0.0,3,1.0,8,0,1,0,-3.1,3,1,0,33.3,800,2022-12-04,京都府,舞鶴文化公園体育館,279,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,福岡ウイニングスピリッツ,奈良ドリーマーズ
2,,伊藤裕之介,3,■,■,■,,,1,0,0,0.0,,1,0,0,0.0,2,0.67,11,0,0,4,9.1,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
5,,大野隆一,3,■,■,■,,,12,5,0,41.7,1.67,0,0,0,,3,1.0,10,0,0,0,0.0,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
7,,齋藤浩貴,3,■,■,■,,,30,14,3,46.7,4.67,13,5,2,38.5,0,,7,0,3,1,-7.1,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
8,,小山晟治,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
9,,新垣宗之,2,□,,□,,,0,0,0,,,0,0,0,,0,,4,0,0,0,0.0,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
11,,平原隆也,3,■,■,■,,,21,8,1,38.1,2.67,1,1,0,100.0,1,0.33,9,0,5,1,-11.1,31,16,10,67.7,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
14,,中道元貴,2,■,■,,,,9,1,1,11.1,0.5,0,0,0,,0,,6,0,2,1,-4.2,18,8,5,58.3,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
15,,河西敦司,1,,,■,,,8,3,3,37.5,3.0,0,0,0,,0,,2,0,0,0,0.0,6,2,1,41.7,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
16,,金子優海,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
18,L,吉澤玄祐,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,13,7,2,61.5,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
19,L,神谷昂紀,3,〇,〇,〇,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
20,,中澤和也,1,,,□,,,0,0,0,,,0,0,0,,0,,2,0,0,0,0.0,1,0,1,50.0,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
22,,阿部翼,3,■,■,■,,,14,6,2,42.9,2.0,0,0,0,,0,,6,1,0,0,16.7,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
25,,松原史典,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,警視庁フォートファイターズ,クボタスピアーズ
1,,鎌苅翔,3,■,■,■,,,11,6,0,54.5,2.0,0,0,0,,4,1.33,7,0,0,0,0.0,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
2,,赤松圭介,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
3,L,早瀬川雄也,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,6,2,4,66.7,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
5,,丸一達也,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
8,,瀧川侑真,1,,,□,,,0,0,0,,,0,0,0,,0,,2,0,0,1,12.5,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
9,,田中誠,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
10,,増田宏人,3,■,■,■,,,9,6,1,66.7,2.0,0,0,0,,2,0.67,13,0,1,4,5.8,3,3,0,100.0,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
11,,枡富滉,3,■,■,■,,,22,9,2,40.9,3.0,5,3,0,60.0,1,0.33,14,0,1,0,-1.8,5,2,3,70.0,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
14,,井上大地,3,■,■,■,,,19,11,2,57.9,3.67,9,4,2,44.4,1,0.33,13,1,1,3,11.5,1,1,0,100.0,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
16,,小磯智紀,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
17,L,田中伸哉,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
18,,鐘ヶ江春樹,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
21,,渡邊慎之介,3,■,■,■,,,13,7,2,53.8,2.33,1,0,1,0.0,1,0.33,11,0,1,3,4.5,31,17,7,66.1,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
24,,大崎世惇,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,,3,1.0,14,0,0,5,8.9,0,0,0,,801,2023-01-07,東京都,東村山市民スポーツセンター,283,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,クボタスピアーズ,警視庁フォートファイターズ
1,,西村駿佑,3,■,■,■,,,16,10,0,62.5,3.33,1,1,0,100.0,1,0.33,11,1,1,2,11.4,19,11,5,71.1,802,2023-01-07,東京都,東村山市民スポーツセンター,74,15:00,16:04,1:04,小林朝実,虎澤吉剛,川久保敬規,金廣美喜夫,トヨタ自動車サンホークス,トヨタモビリティ東京スパークル
5,,柴田康平,1,,□,,,,5,1,0,20.0,1.0,0,0,0,,0,,0,0,0,0,,0,0,0,,802,2023-01-07,東京都,東村山市民スポーツセンター,74,15:00,16:04,1:04,小林朝実,虎澤吉剛,川久保敬規,金廣美喜夫,トヨタ自動車サンホークス,トヨタモビリティ東京スパークル
