No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,Point
2,,前田美紅,5,■,■,■,■,■,34,13,4,38.2,2.6,5,1,0,20.0,0,,17,1,1,7,14.7,15,6,3,50.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,14
3,,木村友里,5,■,■,■,■,■,28,12,3,42.9,2.4,4,2,0,50.0,1,0.2,18,0,2,1,-1.4,25,11,4,52.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,13
4,,菅原里奈,5,■,■,■,■,■,18,8,2,44.4,1.6,0,0,0,,1,0.2,20,1,0,5,11.2,1,0,1,50.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,10
6,,宮本菜月,1,,,□,,,2,0,0,0.0,,0,0,0,,1,1.0,1,0,0,0,0.0,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,1
7,,伊藤摩耶,4,■,■,■,,■,21,7,0,33.3,1.75,0,0,0,,0,,9,1,3,2,8.3,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,8
9,,草島華穂,1,□,,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,1,1,0,100.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,0
10,,柳沢紫子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,0
12,,石盛めるも,5,■,■,■,■,■,4,3,0,75.0,0.6,0,0,0,,0,,17,1,1,6,13.2,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,4
14,,長尾のどか,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,0
16,,角田南見,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,0
17,,有村涼美,2,,,□,□,,15,3,1,20.0,1.5,1,0,1,0.0,0,,3,0,1,1,0.0,7,2,3,50.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,3
18,,佐藤菜々美,1,,,,■,,4,1,0,25.0,1.0,0,0,0,,1,1.0,5,0,0,1,5.0,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,2
19,L,有薗未也美,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,20,10,4,60.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,プレステージ・インターナショナルアランマーレ,ブレス浜松,0
1,,若泉佳穂,4,■,,■,■,■,30,13,1,43.3,3.25,6,2,0,33.3,1,0.25,11,1,1,1,9.1,1,0,0,0.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,15
2,,中野祐希,5,■,■,■,■,■,9,3,0,33.3,0.6,0,0,0,,1,0.2,11,0,4,1,-6.8,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,4
3,,播磨若奈,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,0
4,,アンドラデレイレライニ,5,□,■,■,■,■,49,14,4,28.6,2.8,14,3,2,21.4,2,0.4,13,1,4,5,9.6,5,2,1,50.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,17
5,,丸山莉佳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,0
6,,中野樹里,5,■,■,■,■,■,37,8,4,21.6,1.6,1,1,0,100.0,2,0.4,11,0,5,1,-9.1,56,31,7,61.6,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,10
7,,平井裕菜,2,■,■,,,,1,0,0,0.0,,0,0,0,,0,,5,0,2,0,-10.0,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,0
8,,大谷瑞季,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,0
9,,山本実奈,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,3,0,1,16.7,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,0
11,,森木かれん,1,,,,,□,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,0
12,L,濱元さやか,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,18,4,7,41.7,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,0
13,,浅野奈菜,5,■,■,■,■,■,13,4,2,30.8,0.8,0,0,0,,4,0.8,9,0,0,2,5.6,7,7,0,100.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,8
19,,乾未和,4,,□,■,■,■,2,0,0,0.0,,0,0,0,,0,,13,1,0,5,17.3,0,0,0,,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,1
21,,水上真悠子,4,■,■,,□,□,17,6,1,35.3,1.5,1,0,0,0.0,1,0.25,13,0,0,7,13.5,4,4,0,100.0,676,2022-12-03,山形県,山形県総合運動公園総合体育館,565,12:00,14:00,2:00,佐々木克之,早坂行博,斎藤隆介,佐藤陽一,ブレス浜松,プレステージ・インターナショナルアランマーレ,7
2,,山村涼香,3,■,■,■,,,8,4,0,50.0,1.33,0,0,0,,2,0.67,4,0,0,0,0.0,2,2,0,100.0,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,6
3,,小茂田夏海,3,■,■,■,,,5,2,1,40.0,0.67,0,0,0,,4,1.33,11,0,0,3,6.8,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,6
5,,張瓈文,3,■,■,■,,,30,11,1,36.7,3.67,3,1,0,33.3,1,0.33,9,2,0,2,27.8,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,14
6,,佐藤未羽,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,4,2,2,75.0,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,0
7,,村山美佳,3,■,■,■,,,21,9,2,42.9,3.0,4,0,2,0.0,0,,11,1,1,3,13.6,15,7,3,56.7,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,10
8,,横田実穂,3,■,■,■,,,3,1,0,33.3,0.33,0,0,0,,1,0.33,17,0,0,5,7.4,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,2
9,,岩本周加,1,,,□,,,2,1,0,50.0,1.0,0,0,0,,0,,3,0,0,1,8.3,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,1
10,L,貝塚穂,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,6,0,3,25.0,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,0
11,,平原果歩,2,,□,□,,,0,0,0,,,0,0,0,,0,,3,0,0,3,25.0,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,0
12,,神田さくら,1,,,□,,,4,0,1,0.0,,0,0,0,,1,1.0,3,0,0,1,8.3,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,1
14,,中田唯香,3,■,■,■,,,25,10,1,40.0,3.33,0,0,0,,1,0.33,12,0,1,3,4.2,11,7,2,72.7,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,11
16,,白石ふう香,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,0
1,,高石明美,3,■,■,■,,,37,5,4,13.5,1.67,5,0,2,0.0,0,,6,0,0,1,4.2,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,5
2,,山根茉唯加,3,■,■,■,,,29,9,4,31.0,3.0,3,2,0,66.7,0,,5,0,5,0,-25.0,6,0,2,16.7,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,9
3,,梅田莉樹子,3,■,■,■,,,6,2,2,33.3,0.67,0,0,0,,2,0.67,9,0,0,3,8.3,2,0,2,50.0,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,4
4,,皆川莉乃,3,■,■,■,,,17,6,2,35.3,2.0,0,0,0,,0,,5,0,0,1,5.0,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,6
5,,山本裕香,2,■,■,,,,8,1,1,12.5,0.5,0,0,0,,0,,2,0,0,1,12.5,21,10,5,59.5,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,1
6,,宮井遥,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,0
7,L,加藤萌,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,16,8,2,56.2,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,0
11,,三宅楓,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,,0,,5,0,1,2,5.0,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,1
12,L,野毛かえで,3,〇,〇,〇,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,0
16,,西條華子,2,□,□,,,,2,0,0,0.0,,0,0,0,,1,0.5,4,0,0,0,0.0,1,0,0,0.0,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,1
17,,唐川愛璃,2,□,□,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,0
19,,柳沼優花,3,□,□,■,,,16,4,2,25.0,1.33,0,0,0,,0,,9,0,1,2,2.8,26,6,13,48.1,677,2022-12-03,山形県,山形県総合運動公園総合体育館,280,15:00,16:13,1:13,佐々木克之,坂巻祐亮,石垣周,渡部修,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,4
1,,若泉佳穂,3,■,■,■,,,26,16,1,61.5,5.33,9,3,1,33.3,3,1.0,8,0,3,3,0.0,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,19
2,,中野祐希,3,■,■,■,,,10,5,0,50.0,1.67,0,0,0,,4,1.33,14,0,1,2,1.8,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,9
3,,播磨若奈,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,0
4,,アンドラデレイレライニ,3,■,■,■,,,30,10,2,33.3,3.33,5,3,0,60.0,2,0.67,15,1,3,4,8.3,15,5,3,43.3,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,13
5,,丸山莉佳,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,0
6,,中野樹里,2,■,■,,,,15,2,0,13.3,1.0,2,0,0,0.0,2,1.0,7,1,0,4,28.6,7,6,0,85.7,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,5
7,,平井裕菜,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,0
8,,大谷瑞季,1,,,□,,,0,0,0,,,0,0,0,,0,,2,0,0,1,12.5,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,0
9,,山本実奈,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,0
11,,森木かれん,3,□,□,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,0
12,L,濱元さやか,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,3,3,0,100.0,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,0
13,,浅野奈菜,3,■,■,■,,,8,4,1,50.0,1.33,1,0,0,0.0,0,,13,4,1,1,30.8,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,8
19,,乾未和,3,■,■,■,,,1,0,0,0.0,,0,0,0,,0,,7,0,0,3,10.7,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,0
21,,水上真悠子,2,,□,■,,,10,3,1,30.0,1.5,0,0,0,,0,,7,2,0,2,35.7,21,13,3,69.0,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,ブレス浜松,JAぎふリオレーナ,5
1,,高石明美,3,■,■,■,,,37,13,1,35.1,4.33,6,1,0,16.7,2,0.67,10,0,1,2,2.5,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,15
2,,山根茉唯加,2,■,,■,,,14,1,1,7.1,0.5,1,0,1,0.0,1,0.5,3,0,1,0,-8.3,8,2,2,37.5,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,2
3,,梅田莉樹子,3,■,■,■,,,7,2,1,28.6,0.67,0,0,0,,0,,7,0,2,2,0.0,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,2
4,,皆川莉乃,3,■,■,■,,,10,4,1,40.0,1.33,0,0,0,,0,,9,1,0,2,16.7,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,5
5,,山本裕香,2,□,■,,,,6,2,0,33.3,1.0,0,0,0,,0,,6,1,0,2,25.0,19,9,2,52.6,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,3
6,,宮井遥,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,0
7,L,加藤萌,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,11,5,3,59.1,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,0
11,,三宅楓,2,■,■,,,,1,0,0,0.0,,0,0,0,,0,,3,0,2,0,-16.7,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,0
12,L,野毛かえで,3,〇,〇,〇,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,0
16,,西條華子,2,,□,□,,,2,1,1,50.0,0.5,0,0,0,,0,,2,0,1,0,-12.5,6,2,1,41.7,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,1
17,,唐川愛璃,2,,□,■,,,0,0,0,,,0,0,0,,0,,6,0,0,0,0.0,0,0,0,,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,0
19,,柳沼優花,3,■,■,■,,,31,7,2,22.6,2.33,0,0,0,,0,,8,0,0,4,12.5,16,7,4,56.2,680,2022-12-04,山形県,山形県総合運動公園総合体育館,230,11:00,12:09,1:09,佐々木克之,酒巻祐亮,斎藤隆介,佐藤陽一,JAぎふリオレーナ,ブレス浜松,7
1,,オケケアルメソマチ,4,■,■,■,■,,34,17,5,50.0,4.25,8,3,3,37.5,1,0.25,12,1,1,4,14.6,2,0,0,0.0,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,19
2,,前田美紅,4,■,■,■,■,,42,17,4,40.5,4.25,2,1,0,50.0,0,,12,2,2,1,14.6,19,12,2,68.4,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,19
3,,木村友里,4,■,■,■,■,,31,7,1,22.6,1.75,2,2,0,100.0,0,,10,0,1,2,2.5,36,18,14,69.4,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,7
4,,菅原里奈,3,■,,■,■,,15,6,0,40.0,2.0,0,0,0,,2,0.67,13,1,0,2,11.5,2,1,1,75.0,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,9
6,,宮本菜月,3,□,□,,□,,15,4,0,26.7,1.33,2,0,0,0.0,0,,3,1,0,1,41.7,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,5
7,,伊藤摩耶,4,■,■,■,■,,26,10,3,38.5,2.5,0,0,0,,3,0.75,15,1,3,6,11.7,1,1,0,100.0,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,14
9,,草島華穂,3,□,□,,□,,0,0,0,,,0,0,0,,0,,6,0,0,1,4.2,1,1,0,100.0,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,0
10,,柳沢紫子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,0
